"u","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1600.5,1,8.5,8.5,10,0
1607.9,1,8.6,8.6,10,0
1615.2,1,8.7,8.7,10,0
1622.5,1,8.8,8.8,10,0
1629.9,1,8.9,8.9,10,0
1637.2,1,9,9,10,0
1644,1,9.1,9.1,10,0
1650.8,1,9.2,9.2,10,0
1657.6,1,9.3,9.3,10,0
1664.4,1,9.4,9.4,10,0
1671.2,1,9.5,9.5,10,0
1677.4,1,9.6,9.6,10,0
1683.6,1,9.7,9.7,10,0
1689.7,1,9.8,9.8,10,0
1695.9,1,9.9,9.9,10,0
1702.1,1,10,10,10,0
1708,1,10.1,10.1,10,0
1713.9,1,10.2,10.2,10,0
1719.9,1,10.3,10.3,10,0
1725.8,1,10.4,10.4,10,0
1731.8,1,10.5,10.5,10,0
1737.6,1,10.6,10.6,10,0
1743.4,1,10.7,10.7,10,0
1749.2,1,10.8,10.8,10,0
1755,1,10.9,10.9,10,0
1760.8,1,11,11,10,0
1766.7,1,11.1,11.1,10,0
1772.5,1,11.2,11.2,10,0
1778.3,1,11.3,11.3,10,0
1784.2,1,11.4,11.4,10,0
1790,1,11.5,11.5,10,0
1795.9,1,11.6,11.6,10,0
1801.8,1,11.7,11.7,10,0
1807.6,1,11.8,11.8,10,0
1813.5,1,11.9,11.9,10,0
1819.4,1,12,12,10,0
1824.7,1,12.1,12.1,10,0
1830,1,12.2,12.2,10,0
1835.3,1,12.3,12.3,10,0
1840.6,1,12.4,12.4,10,0
1846,1,12.5,12.5,10,0
1850.7,1,12.6,12.6,10,0
1855.5,1,12.7,12.7,10,0
1860.3,1,12.8,12.8,10,0
1865,1,12.9,12.9,10,0
1869.8,1,13,13,10,0
1874,1,13.1,13.1,10,0
1878.1,1,13.2,13.2,10,0
1882.2,1,13.3,13.3,10,0
1886.4,1,13.4,13.4,10,0
1890.5,1,13.5,13.5,10,0
1894.1,1,13.6,13.6,10,0
1897.7,1,13.7,13.7,10,0
1901.2,1,13.8,13.8,10,0
1904.8,1,13.9,13.9,10,0
1908.4,1,14,14,10,0
1912.3,1,14.1,14.1,10,0
1916.2,1,14.2,14.2,10,0
1920.1,1,14.3,14.3,10,0
1923.9,1,14.4,14.4,10,0
1927.8,1,14.5,14.5,10,0
1932.1,1,14.6,14.6,10,0
1936.4,1,14.7,14.7,10,0
1940.7,1,14.8,14.8,10,0
1945,1,14.9,14.9,10,0
1949.3,1,15,15,10,0
1953.2,1,15.1,15.1,10,0
1957.2,1,15.2,15.2,10,0
1961.2,1,15.3,15.3,10,0
1965.1,1,15.4,15.4,10,0
1969.1,1,15.5,15.5,10,0
1972.7,1,15.6,15.6,10,0
1976.3,1,15.7,15.7,10,0
1980,1,15.8,15.8,10,0
1983.6,1,15.9,15.9,10,0
1987.2,1,16,16,10,0
1990.4,1,16.1,16.1,10,0
1993.6,1,16.2,16.2,10,0
1996.8,1,16.3,16.3,10,0
2000,1,16.4,16.4,10,0
2003.2,1,16.5,16.5,10,0
2006.1,1,16.6,16.6,10,0
2008.9,1,16.7,16.7,10,0
2011.7,1,16.8,16.8,10,0
2014.5,1,16.9,16.9,10,0
2017.3,1,17,17,10,0
2019.7,1,17.1,17.1,10,0
2022.2,1,17.2,17.2,10,0
2024.6,1,17.3,17.3,10,0
2027,1,17.4,17.4,10,0
2029.4,1,17.5,17.5,10,0
2031.4,1,17.6,17.6,10,0
2033.4,1,17.7,17.7,10,0
2035.4,1,17.8,17.8,10,0
2037.4,1,17.9,17.9,10,0
2039.4,1,18,18,10,0
2042.2,1,18.1,18.1,10,0
2045,1,18.2,18.2,10,0
2047.8,1,18.3,18.3,10,0
2050.6,1,18.4,18.4,10,0
2053.4,1,18.5,18.5,10,0
2056.9,1,18.6,18.6,10,0
2060.4,1,18.7,18.7,10,0
2063.8,1,18.8,18.8,10,0
2067.3,1,18.9,18.9,10,0
2070.8,1,19,19,10,0
2074.1,1,19.1,19.1,10,0
2077.4,1,19.2,19.2,10,0
2080.7,1,19.3,19.3,10,0
2084,1,19.4,19.4,10,0
2087.3,1,19.5,19.5,10,0
2090.5,1,19.6,19.6,10,0
2093.6,1,19.7,19.7,10,0
2096.8,1,19.8,19.8,10,0
2099.9,1,19.9,19.9,10,0
2103.1,1,20,20,10,0
2105.8,1,20.1,20.1,10,0
2108.5,1,20.2,20.2,10,0
2111.2,1,20.3,20.3,10,0
2114,1,20.4,20.4,10,0
2116.7,1,20.5,20.5,10,0
2118.9,1,20.6,20.6,10,0
2121.1,1,20.7,20.7,10,0
2123.4,1,20.8,20.8,10,0
2125.6,1,20.9,20.9,10,0
2127.8,1,21,21,10,0
2130.4,1,21.1,21.1,10,0
2133,1,21.2,21.2,10,0
2135.6,1,21.3,21.3,10,0
2138.2,1,21.4,21.4,10,0
2140.8,1,21.5,21.5,10,0
2143.4,1,21.6,21.6,10,0
2146.1,1,21.7,21.7,10,0
2148.8,1,21.8,21.8,10,0
2151.5,1,21.9,21.9,10,0
2154.2,1,22,22,10,0
2156.7,1,22.1,22.1,10,0
2159.3,1,22.2,22.2,10,0
2161.9,1,22.3,22.3,10,0
2164.5,1,22.4,22.4,10,0
2167.1,1,22.5,22.5,10,0
2169.8,1,22.6,22.6,10,0
2172.6,1,22.7,22.7,10,0
2175.3,1,22.8,22.8,10,0
2178,1,22.9,22.9,10,0
2180.8,1,23,23,10,0
2183.7,1,23.1,23.1,10,0
2186.7,1,23.2,23.2,10,0
2189.6,1,23.3,23.3,10,0
2192.5,1,23.4,23.4,10,0
2195.5,1,23.5,23.5,10,0
2198.4,1,23.6,23.6,10,0
2201.3,1,23.7,23.7,10,0
2204.3,1,23.8,23.8,10,0
2207.2,1,23.9,23.9,10,0
2210.1,1,24,24,10,0
2213.2,1,24.1,24.1,10,0
2216.2,1,24.2,24.2,10,0
2219.2,1,24.3,24.3,10,0
2222.2,1,24.4,24.4,10,0
2225.3,1,24.5,24.5,10,0
2228.6,1,24.6,24.6,10,0
2232,1,24.7,24.7,10,0
2235.4,1,24.8,24.8,10,0
2238.7,1,24.9,24.9,10,0
2242.1,1,25,25,10,0
2245.1,1,25.1,25.1,10,0
2248,1,25.2,25.2,10,0
2251,1,25.3,25.3,10,0
2254,1,25.4,25.4,10,0
2257,1,25.5,25.5,10,0
2259.7,1,25.6,25.6,10,0
2262.4,1,25.7,25.7,10,0
2265.1,1,25.8,25.8,10,0
2267.8,1,25.9,25.9,10,0
2270.6,1,26,26,10,0
2273,1,26.1,26.1,10,0
2275.5,1,26.2,26.2,10,0
2278,1,26.3,26.3,10,0
2280.5,1,26.4,26.4,10,0
2283,1,26.5,26.5,10,0
2285.3,1,26.6,26.6,10,0
2287.5,1,26.7,26.7,10,0
2289.8,1,26.8,26.8,10,0
2292.1,1,26.9,26.9,10,0
2294.4,1,27,27,10,0
2296.4,1,27.1,27.1,10,0
2298.3,1,27.2,27.2,10,0
2300.3,1,27.3,27.3,10,0
2302.3,1,27.4,27.4,10,0
2304.3,1,27.5,27.5,10,0
2304.9,1,27.6,27.6,10,0
2305.6,1,27.7,27.7,10,0
2306.2,1,27.8,27.8,10,0
2306.8,1,27.9,27.9,10,0
2307.4,1,28,28,10,0
2308,1,28.1,28.1,10,0
2308.5,1,28.2,28.2,10,0
2309.1,1,28.3,28.3,10,0
2309.6,1,28.4,28.4,10,0
2310.2,1,28.5,28.5,10,0
2311.8,1,28.6,28.6,10,0
2313.5,1,28.7,28.7,10,0
2315.1,1,28.8,28.8,10,0
2316.8,1,28.9,28.9,10,0
2318.4,1,29,29,10,0
2320.5,1,29.1,29.1,10,0
2322.6,1,29.2,29.2,10,0
2324.7,1,29.3,29.3,10,0
2326.7,1,29.4,29.4,10,0
2328.8,1,29.5,29.5,10,0
2330.7,1,29.6,29.6,10,0
2332.6,1,29.7,29.7,10,0
2334.5,1,29.8,29.8,10,0
2336.4,1,29.9,29.9,10,0
2338.3,1,30,30,10,0
2340.5,1,30.1,30.1,10,0
2342.7,1,30.2,30.2,10,0
2344.8,1,30.3,30.3,10,0
2347,1,30.4,30.4,10,0
2349.2,1,30.5,30.5,10,0
2351.1,1,30.6,30.6,10,0
2353,1,30.7,30.7,10,0
2354.9,1,30.8,30.8,10,0
2356.8,1,30.9,30.9,10,0
2358.7,1,31,31,10,0
2360.3,1,31.1,31.1,10,0
2362,1,31.2,31.2,10,0
2363.6,1,31.3,31.3,10,0
2365.3,1,31.4,31.4,10,0
2366.9,1,31.5,31.5,10,0
2368.3,1,31.6,31.6,10,0
2369.6,1,31.7,31.7,10,0
2370.9,1,31.8,31.8,10,0
2372.3,1,31.9,31.9,10,0
2373.6,1,32,32,10,0
2374.7,1,32.1,32.1,10,0
2375.9,1,32.2,32.2,10,0
2377,1,32.3,32.3,10,0
2378.2,1,32.4,32.4,10,0
2379.3,1,32.5,32.5,10,0
2380.7,1,32.6,32.6,10,0
2382.2,1,32.7,32.7,10,0
2383.6,1,32.8,32.8,10,0
2385.1,1,32.9,32.9,10,0
2386.5,1,33,33,10,0
2388,1,33.1,33.1,10,0
2389.6,1,33.2,33.2,10,0
2391.1,1,33.3,33.3,10,0
2392.6,1,33.4,33.4,10,0
2394.1,1,33.5,33.5,10,0
2395.2,1,33.6,33.6,10,0
2396.3,1,33.7,33.7,10,0
2397.4,1,33.8,33.8,10,0
2398.5,1,33.9,33.9,10,0
2399.6,1,34,34,10,0
2400.4,1,34.1,34.1,10,0
2401.2,1,34.2,34.2,10,0
2402,1,34.3,34.3,10,0
2402.8,1,34.4,34.4,10,0
2403.6,1,34.5,34.5,10,0
2404.3,1,34.6,34.6,10,0
2405.1,1,34.7,34.7,10,0
2405.9,1,34.8,34.8,10,0
2406.7,1,34.9,34.9,10,0
2407.5,1,35,35,10,0
2408.1,1,35.1,35.1,10,0
2408.6,1,35.2,35.2,10,0
2409.2,1,35.3,35.3,10,0
2409.8,1,35.4,35.4,10,0
2410.4,1,35.5,35.5,10,0
2411.2,1,35.6,35.6,10,0
2412.1,1,35.7,35.7,10,0
2413,1,35.8,35.8,10,0
2413.8,1,35.9,35.9,10,0
2414.7,1,36,36,10,0
2415.8,1,36.1,36.1,10,0
2417,1,36.2,36.2,10,0
2418.2,1,36.3,36.3,10,0
2419.3,1,36.4,36.4,10,0
2420.5,1,36.5,36.5,10,0
2422.1,1,36.6,36.6,10,0
2423.8,1,36.7,36.7,10,0
2425.5,1,36.8,36.8,10,0
2427.2,1,36.9,36.9,10,0
2428.9,1,37,37,10,0
2430.8,1,37.1,37.1,10,0
2432.7,1,37.2,37.2,10,0
2434.6,1,37.3,37.3,10,0
2436.5,1,37.4,37.4,10,0
2438.4,1,37.5,37.5,10,0
2439.7,1,37.6,37.6,10,0
2441.1,1,37.7,37.7,10,0
2442.4,1,37.8,37.8,10,0
2443.7,1,37.9,37.9,10,0
2445.1,1,38,38,10,0
2446,1,38.1,38.1,10,0
2447,1,38.2,38.2,10,0
2447.9,1,38.3,38.3,10,0
2448.9,1,38.4,38.4,10,0
2449.8,1,38.5,38.5,10,0
2451.4,1,38.6,38.6,10,0
2453,1,38.7,38.7,10,0
2454.5,1,38.8,38.8,10,0
2456.1,1,38.9,38.9,10,0
2457.6,1,39,39,10,0
2459.8,1,39.1,39.1,10,0
2462,1,39.2,39.2,10,0
2464.2,1,39.3,39.3,10,0
2466.4,1,39.4,39.4,10,0
2468.6,1,39.5,39.5,10,0
2470.6,1,39.6,39.6,10,0
2472.7,1,39.7,39.7,10,0
2474.8,1,39.8,39.8,10,0
2476.8,1,39.9,39.9,10,0
2478.9,1,40,40,10,0
2480.8,1,40.1,40.1,10,0
2482.7,1,40.2,40.2,10,0
2484.6,1,40.3,40.3,10,0
2486.5,1,40.4,40.4,10,0
2488.5,1,40.5,40.5,10,0
2490.2,1,40.6,40.6,10,0
2492,1,40.7,40.7,10,0
2493.8,1,40.8,40.8,10,0
2495.5,1,40.9,40.9,10,0
2497.3,1,41,41,10,0
2499,1,41.1,41.1,10,0
2500.6,1,41.2,41.2,10,0
2502.3,1,41.3,41.3,10,0
2504,1,41.4,41.4,10,0
2505.6,1,41.5,41.5,10,0
2507,1,41.6,41.6,10,0
2508.5,1,41.7,41.7,10,0
2509.9,1,41.8,41.8,10,0
2511.3,1,41.9,41.9,10,0
2512.7,1,42,42,10,0
2513.9,1,42.1,42.1,10,0
2515,1,42.2,42.2,10,0
2516.2,1,42.3,42.3,10,0
2517.3,1,42.4,42.4,10,0
2518.5,1,42.5,42.5,10,0
2519.4,1,42.6,42.6,10,0
2520.3,1,42.7,42.7,10,0
2521.3,1,42.8,42.8,10,0
2522.2,1,42.9,42.9,10,0
2523.1,1,43,43,10,0
2523.7,1,43.1,43.1,10,0
2524.3,1,43.2,43.2,10,0
2524.9,1,43.3,43.3,10,0
2525.5,1,43.4,43.4,10,0
2526.1,1,43.5,43.5,10,0
2527.2,1,43.6,43.6,10,0
2528.2,1,43.7,43.7,10,0
2529.3,1,43.8,43.8,10,0
2530.3,1,43.9,43.9,10,0
2531.4,1,44,44,10,0
2533.1,1,44.1,44.1,10,0
2534.8,1,44.2,44.2,10,0
2536.4,1,44.3,44.3,10,0
2538.1,1,44.4,44.4,10,0
2539.8,1,44.5,44.5,10,0
2541.9,1,44.6,44.6,10,0
2544,1,44.7,44.7,10,0
2546.1,1,44.8,44.8,10,0
2548.2,1,44.9,44.9,10,0
2550.3,1,45,45,10,0
2551.5,1,45.1,45.1,10,0
2552.8,1,45.2,45.2,10,0
2554,1,45.3,45.3,10,0
2555.3,1,45.4,45.4,10,0
2556.5,1,45.5,45.5,10,0
2558.2,1,45.6,45.6,10,0
2559.8,1,45.7,45.7,10,0
2561.5,1,45.8,45.8,10,0
2563.1,1,45.9,45.9,10,0
2564.7,1,46,46,10,0
2566.7,1,46.1,46.1,10,0
2568.6,1,46.2,46.2,10,0
2570.6,1,46.3,46.3,10,0
2572.5,1,46.4,46.4,10,0
2574.4,1,46.5,46.5,10,0
2576.6,1,46.6,46.6,10,0
2578.7,1,46.7,46.7,10,0
2580.8,1,46.8,46.8,10,0
2583,1,46.9,46.9,10,0
2585.1,1,47,47,10,0
2587.5,1,47.1,47.1,10,0
2589.9,1,47.2,47.2,10,0
2592.3,1,47.3,47.3,10,0
2594.7,1,47.4,47.4,10,0
2597.1,1,47.5,47.5,10,0
2598.9,1,47.6,47.6,10,0
2600.7,1,47.7,47.7,10,0
2602.5,1,47.8,47.8,10,0
2604.3,1,47.9,47.9,10,0
2606.1,1,48,48,10,0
2607.2,1,48.1,48.1,10,0
2608.2,1,48.2,48.2,10,0
2609.3,1,48.3,48.3,10,0
2610.4,1,48.4,48.4,10,0
2611.4,1,48.5,48.5,10,0
2612.7,1,48.6,48.6,10,0
2614,1,48.7,48.7,10,0
2615.2,1,48.8,48.8,10,0
2616.5,1,48.9,48.9,10,0
2617.7,1,49,49,10,0
2619.4,1,49.1,49.1,10,0
2621,1,49.2,49.2,10,0
2622.7,1,49.3,49.3,10,0
2624.3,1,49.4,49.4,10,0
2626,1,49.5,49.5,10,0
2628.1,1,49.6,49.6,10,0
2630.3,1,49.7,49.7,10,0
2632.4,1,49.8,49.8,10,0
2634.5,1,49.9,49.9,10,0
2636.7,1,50,50,10,0
2639.2,1,50.1,50.1,10,0
2641.8,1,50.2,50.2,10,0
2644.3,1,50.3,50.3,10,0
2646.9,1,50.4,50.4,10,0
2649.4,1,50.5,50.5,10,0
2652.5,1,50.6,50.6,10,0
2655.5,1,50.7,50.7,10,0
2658.5,1,50.8,50.8,10,0
2661.6,1,50.9,50.9,10,0
2664.6,1,51,51,10,0
2666.4,1,51.1,51.1,10,0
2668.1,1,51.2,51.2,10,0
2669.9,1,51.3,51.3,10,0
2671.6,1,51.4,51.4,10,0
2673.4,1,51.5,51.5,10,0
2674.5,1,51.6,51.6,10,0
2675.7,1,51.7,51.7,10,0
2676.9,1,51.8,51.8,10,0
2678.1,1,51.9,51.9,10,0
2679.3,1,52,52,10,0
2680.2,1,52.1,52.1,10,0
2681.2,1,52.2,52.2,10,0
2682.1,1,52.3,52.3,10,0
2683.1,1,52.4,52.4,10,0
2684,1,52.5,52.5,10,0
2685.3,1,52.6,52.6,10,0
2686.6,1,52.7,52.7,10,0
2687.8,1,52.8,52.8,10,0
2689.1,1,52.9,52.9,10,0
2690.4,1,53,53,10,0
2692.1,1,53.1,53.1,10,0
2693.7,1,53.2,53.2,10,0
2695.4,1,53.3,53.3,10,0
2697.1,1,53.4,53.4,10,0
2698.8,1,53.5,53.5,10,0
2700.4,1,53.6,53.6,10,0
2702,1,53.7,53.7,10,0
2703.5,1,53.8,53.8,10,0
2705.1,1,53.9,53.9,10,0
2706.7,1,54,54,10,0
2707.5,1,54.1,54.1,10,0
2708.3,1,54.2,54.2,10,0
2709,1,54.3,54.3,10,0
2709.8,1,54.4,54.4,10,0
2710.6,1,54.5,54.5,10,0
2711.3,1,54.6,54.6,10,0
2712,1,54.7,54.7,10,0
2712.8,1,54.8,54.8,10,0
2713.5,1,54.9,54.9,10,0
2714.2,1,55,55,10,0
2714.8,1,55.1,55.1,10,0
2715.4,1,55.2,55.2,10,0
2716,1,55.3,55.3,10,0
2716.6,1,55.4,55.4,10,0
2717.2,1,55.5,55.5,10,0
2718.1,1,55.6,55.6,10,0
2719.1,1,55.7,55.7,10,0
2720,1,55.8,55.8,10,0
2720.9,1,55.9,55.9,10,0
2721.9,1,56,56,10,0
2723,1,56.1,56.1,10,0
2724.1,1,56.2,56.2,10,0
2725.3,1,56.3,56.3,10,0
2726.4,1,56.4,56.4,10,0
2727.5,1,56.5,56.5,10,0
2728.9,1,56.6,56.6,10,0
2730.3,1,56.7,56.7,10,0
2731.7,1,56.8,56.8,10,0
2733.1,1,56.9,56.9,10,0
2734.5,1,57,57,10,0
2736.1,1,57.1,57.1,10,0
2737.7,1,57.2,57.2,10,0
2739.4,1,57.3,57.3,10,0
2741,1,57.4,57.4,10,0
2742.6,1,57.5,57.5,10,0
2744.4,1,57.6,57.6,10,0
2746.2,1,57.7,57.7,10,0
2748,1,57.8,57.8,10,0
2749.8,1,57.9,57.9,10,0
2751.6,1,58,58,10,0
2752.7,1,58.1,58.1,10,0
2753.8,1,58.2,58.2,10,0
2754.9,1,58.3,58.3,10,0
2755.9,1,58.4,58.4,10,0
2757,1,58.5,58.5,10,0
2757.4,1,58.6,58.6,10,0
2757.8,1,58.7,58.7,10,0
2758.2,1,58.8,58.8,10,0
2758.6,1,58.9,58.9,10,0
2759,1,59,59,10,0
2760.2,1,59.1,59.1,10,0
2761.4,1,59.2,59.2,10,0
2762.6,1,59.3,59.3,10,0
2763.8,1,59.4,59.4,10,0
2765,1,59.5,59.5,10,0
2767.1,1,59.6,59.6,10,0
2769.2,1,59.7,59.7,10,0
2771.3,1,59.8,59.8,10,0
2773.4,1,59.9,59.9,10,0
2775.5,1,60,60,10,0
2777.1,1,60.1,60.1,10,0
2778.7,1,60.2,60.2,10,0
2780.3,1,60.3,60.3,10,0
2781.8,1,60.4,60.4,10,0
2783.4,1,60.5,60.5,10,0
2784.4,1,60.6,60.6,10,0
2785.4,1,60.7,60.7,10,0
2786.4,1,60.8,60.8,10,0
2787.4,1,60.9,60.9,10,0
2788.4,1,61,61,10,0
2789.7,1,61.1,61.1,10,0
2790.9,1,61.2,61.2,10,0
2792.2,1,61.3,61.3,10,0
2793.5,1,61.4,61.4,10,0
2794.8,1,61.5,61.5,10,0
2796,1,61.6,61.6,10,0
2797.3,1,61.7,61.7,10,0
2798.6,1,61.8,61.8,10,0
2799.8,1,61.9,61.9,10,0
2801.1,1,62,62,10,0
2802.4,1,62.1,62.1,10,0
2803.8,1,62.2,62.2,10,0
2805.2,1,62.3,62.3,10,0
2806.5,1,62.4,62.4,10,0
2807.9,1,62.5,62.5,10,0
2809.7,1,62.6,62.6,10,0
2811.6,1,62.7,62.7,10,0
2813.4,1,62.8,62.8,10,0
2815.3,1,62.9,62.9,10,0
2817.2,1,63,63,10,0
2818.7,1,63.1,63.1,10,0
2820.2,1,63.2,63.2,10,0
2821.7,1,63.3,63.3,10,0
2823.1,1,63.4,63.4,10,0
2824.6,1,63.5,63.5,10,0
2825.6,1,63.6,63.6,10,0
2826.6,1,63.7,63.7,10,0
2827.5,1,63.8,63.8,10,0
2828.5,1,63.9,63.9,10,0
2829.4,1,64,64,10,0
2830.7,1,64.1,64.1,10,0
2832,1,64.2,64.2,10,0
2833.3,1,64.3,64.3,10,0
2834.6,1,64.4,64.4,10,0
2835.9,1,64.5,64.5,10,0
2837.3,1,64.6,64.6,10,0
2838.7,1,64.7,64.7,10,0
2840.1,1,64.8,64.8,10,0
2841.6,1,64.9,64.9,10,0
2843,1,65,65,10,0
2844.5,1,65.1,65.1,10,0
2846.1,1,65.2,65.2,10,0
2847.6,1,65.3,65.3,10,0
2849.2,1,65.4,65.4,10,0
2850.7,1,65.5,65.5,10,0
2852.6,1,65.6,65.6,10,0
2854.5,1,65.7,65.7,10,0
2856.4,1,65.8,65.8,10,0
2858.3,1,65.9,65.9,10,0
2860.2,1,66,66,10,0
2861.7,1,66.1,66.1,10,0
2863.3,1,66.2,66.2,10,0
2864.9,1,66.3,66.3,10,0
2866.5,1,66.4,66.4,10,0
2868,1,66.5,66.5,10,0
2869.5,1,66.6,66.6,10,0
2871,1,66.7,66.7,10,0
2872.4,1,66.8,66.8,10,0
2873.9,1,66.9,66.9,10,0
2875.4,1,67,67,10,0
2876.8,1,67.1,67.1,10,0
2878.2,1,67.2,67.2,10,0
2879.6,1,67.3,67.3,10,0
2881,1,67.4,67.4,10,0
2882.4,1,67.5,67.5,10,0
2883.7,1,67.6,67.6,10,0
2885,1,67.7,67.7,10,0
2886.4,1,67.8,67.8,10,0
2887.7,1,67.9,67.9,10,0
2889.1,1,68,68,10,0
2890.4,1,68.1,68.1,10,0
2891.8,1,68.2,68.2,10,0
2893.2,1,68.3,68.3,10,0
2894.5,1,68.4,68.4,10,0
2895.9,1,68.5,68.5,10,0
2897.1,1,68.6,68.6,10,0
2898.2,1,68.7,68.7,10,0
2899.4,1,68.8,68.8,10,0
2900.6,1,68.9,68.9,10,0
2901.8,1,69,69,10,0
2903.3,1,69.1,69.1,10,0
2904.8,1,69.2,69.2,10,0
2906.3,1,69.3,69.3,10,0
2907.8,1,69.4,69.4,10,0
2909.3,1,69.5,69.5,10,0
2911.1,1,69.6,69.6,10,0
2913,1,69.7,69.7,10,0
2914.8,1,69.8,69.8,10,0
2916.6,1,69.9,69.9,10,0
2918.4,1,70,70,10,0
2920.5,1,70.1,70.1,10,0
2922.6,1,70.2,70.2,10,0
2924.7,1,70.3,70.3,10,0
2926.8,1,70.4,70.4,10,0
2928.9,1,70.5,70.5,10,0
2931.1,1,70.6,70.6,10,0
2933.2,1,70.7,70.7,10,0
2935.4,1,70.8,70.8,10,0
2937.6,1,70.9,70.9,10,0
2939.8,1,71,71,10,0
2941.5,1,71.1,71.1,10,0
2943.3,1,71.2,71.2,10,0
2945.1,1,71.3,71.3,10,0
2946.9,1,71.4,71.4,10,0
2948.6,1,71.5,71.5,10,0
2950.3,1,71.6,71.6,10,0
2952,1,71.7,71.7,10,0
2953.7,1,71.8,71.8,10,0
2955.4,1,71.9,71.9,10,0
2957.1,1,72,72,10,0
2958.5,1,72.1,72.1,10,0
2959.9,1,72.2,72.2,10,0
2961.3,1,72.3,72.3,10,0
2962.7,1,72.4,72.4,10,0
2964.1,1,72.5,72.5,10,0
2964.9,1,72.6,72.6,10,0
2965.7,1,72.7,72.7,10,0
2966.6,1,72.8,72.8,10,0
2967.4,1,72.9,72.9,10,0
2968.3,1,73,73,10,0
2969.4,1,73.1,73.1,10,0
2970.5,1,73.2,73.2,10,0
2971.6,1,73.3,73.3,10,0
2972.7,1,73.4,73.4,10,0
2973.9,1,73.5,73.5,10,0
2975.4,1,73.6,73.6,10,0
2977,1,73.7,73.7,10,0
2978.5,1,73.8,73.8,10,0
2980.1,1,73.9,73.9,10,0
2981.6,1,74,74,10,0
2983.8,1,74.1,74.1,10,0
2986.1,1,74.2,74.2,10,0
2988.3,1,74.3,74.3,10,0
2990.5,1,74.4,74.4,10,0
2992.8,1,74.5,74.5,10,0
2995.7,1,74.6,74.6,10,0
2998.7,1,74.7,74.7,10,0
3001.6,1,74.8,74.8,10,0
3004.6,1,74.9,74.9,10,0
3007.6,1,75,75,10,0
3010.1,1,75.1,75.1,10,0
3012.6,1,75.2,75.2,10,0
3015.2,1,75.3,75.3,10,0
3017.7,1,75.4,75.4,10,0
3020.2,1,75.5,75.5,10,0
3022.2,1,75.6,75.6,10,0
3024.2,1,75.7,75.7,10,0
3026.1,1,75.8,75.8,10,0
