"u","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
2120.8,1,33.7,33.7,10,0
2120.9,1,33.8,33.8,10,0
2120.9,1,33.9,33.9,10,0
2121,1,34,34,10,0
2121.4,1,34.1,34.1,10,0
2121.8,1,34.2,34.2,10,0
2122.1,1,34.3,34.3,10,0
2122.5,1,34.4,34.4,10,0
2122.8,1,34.5,34.5,10,0
2123.5,1,34.6,34.6,10,0
2124.1,1,34.7,34.7,10,0
2124.8,1,34.8,34.8,10,0
2125.4,1,34.9,34.9,10,0
2126.1,1,35,35,10,0
2126.7,1,35.1,35.1,10,0
2127.4,1,35.2,35.2,10,0
2128,1,35.3,35.3,10,0
2128.7,1,35.4,35.4,10,0
2129.3,1,35.5,35.5,10,0
2130,1,35.6,35.6,10,0
2130.7,1,35.7,35.7,10,0
2131.4,1,35.8,35.8,10,0
2132.1,1,35.9,35.9,10,0
2132.8,1,36,36,10,0
2133.8,1,36.1,36.1,10,0
2134.9,1,36.2,36.2,10,0
2135.9,1,36.3,36.3,10,0
2137,1,36.4,36.4,10,0
2138.1,1,36.5,36.5,10,0
2139.5,1,36.6,36.6,10,0
2141,1,36.7,36.7,10,0
2142.5,1,36.8,36.8,10,0
2144,1,36.9,36.9,10,0
2145.5,1,37,37,10,0
2147.5,1,37.1,37.1,10,0
2149.4,1,37.2,37.2,10,0
2151.3,1,37.3,37.3,10,0
2153.3,1,37.4,37.4,10,0
2155.2,1,37.5,37.5,10,0
2156.6,1,37.6,37.6,10,0
2158.1,1,37.7,37.7,10,0
2159.5,1,37.8,37.8,10,0
2160.9,1,37.9,37.9,10,0
2162.3,1,38,38,10,0
2163.1,1,38.1,38.1,10,0
2164,1,38.2,38.2,10,0
2164.8,1,38.3,38.3,10,0
2165.6,1,38.4,38.4,10,0
2166.4,1,38.5,38.5,10,0
2166.7,1,38.6,38.6,10,0
2167,1,38.7,38.7,10,0
2167.2,1,38.8,38.8,10,0
2167.5,1,38.9,38.9,10,0
2167.8,1,39,39,10,0
2167.7,1,39.1,39.1,10,0
2167.5,1,39.2,39.2,10,0
2167.4,1,39.3,39.3,10,0
2167.3,1,39.4,39.4,10,0
2167.2,1,39.5,39.5,10,0
2167.9,1,39.6,39.6,10,0
2168.6,1,39.7,39.7,10,0
2169.3,1,39.8,39.8,10,0
2170.1,1,39.9,39.9,10,0
2170.8,1,40,40,10,0
2172.2,1,40.1,40.1,10,0
2173.7,1,40.2,40.2,10,0
2175.2,1,40.3,40.3,10,0
2176.6,1,40.4,40.4,10,0
2178.1,1,40.5,40.5,10,0
2179,1,40.6,40.6,10,0
2179.9,1,40.7,40.7,10,0
2180.9,1,40.8,40.8,10,0
2181.8,1,40.9,40.9,10,0
2182.7,1,41,41,10,0
2183.2,1,41.1,41.1,10,0
2183.7,1,41.2,41.2,10,0
2184.2,1,41.3,41.3,10,0
2184.6,1,41.4,41.4,10,0
2185.1,1,41.5,41.5,10,0
2185.7,1,41.6,41.6,10,0
2186.3,1,41.7,41.7,10,0
2186.9,1,41.8,41.8,10,0
2187.5,1,41.9,41.9,10,0
2188,1,42,42,10,0
2188.7,1,42.1,42.1,10,0
2189.4,1,42.2,42.2,10,0
2190.1,1,42.3,42.3,10,0
2190.8,1,42.4,42.4,10,0
2191.4,1,42.5,42.5,10,0
2192.1,1,42.6,42.6,10,0
2192.8,1,42.7,42.7,10,0
2193.5,1,42.8,42.8,10,0
2194.2,1,42.9,42.9,10,0
2194.8,1,43,43,10,0
2195.3,1,43.1,43.1,10,0
2195.8,1,43.2,43.2,10,0
2196.3,1,43.3,43.3,10,0
2196.8,1,43.4,43.4,10,0
2197.3,1,43.5,43.5,10,0
2198,1,43.6,43.6,10,0
2198.7,1,43.7,43.7,10,0
2199.4,1,43.8,43.8,10,0
2200.1,1,43.9,43.9,10,0
2200.8,1,44,44,10,0
2201.7,1,44.1,44.1,10,0
2202.6,1,44.2,44.2,10,0
2203.5,1,44.3,44.3,10,0
2204.4,1,44.4,44.4,10,0
2205.3,1,44.5,44.5,10,0
2206.6,1,44.6,44.6,10,0
2207.8,1,44.7,44.7,10,0
2209,1,44.8,44.8,10,0
2210.2,1,44.9,44.9,10,0
2211.4,1,45,45,10,0
2212.9,1,45.1,45.1,10,0
2214.5,1,45.2,45.2,10,0
2216,1,45.3,45.3,10,0
2217.5,1,45.4,45.4,10,0
2219.1,1,45.5,45.5,10,0
2220.2,1,45.6,45.6,10,0
2221.4,1,45.7,45.7,10,0
2222.5,1,45.8,45.8,10,0
2223.6,1,45.9,45.9,10,0
2224.8,1,46,46,10,0
2225.7,1,46.1,46.1,10,0
2226.5,1,46.2,46.2,10,0
2227.4,1,46.3,46.3,10,0
2228.3,1,46.4,46.4,10,0
2229.1,1,46.5,46.5,10,0
2230.3,1,46.6,46.6,10,0
2231.5,1,46.7,46.7,10,0
2232.7,1,46.8,46.8,10,0
2233.8,1,46.9,46.9,10,0
2235,1,47,47,10,0
2236.5,1,47.1,47.1,10,0
2237.9,1,47.2,47.2,10,0
2239.4,1,47.3,47.3,10,0
2240.9,1,47.4,47.4,10,0
2242.3,1,47.5,47.5,10,0
2243.7,1,47.6,47.6,10,0
2245,1,47.7,47.7,10,0
2246.3,1,47.8,47.8,10,0
2247.6,1,47.9,47.9,10,0
2249,1,48,48,10,0
2250.3,1,48.1,48.1,10,0
2251.5,1,48.2,48.2,10,0
2252.8,1,48.3,48.3,10,0
2254.1,1,48.4,48.4,10,0
2255.4,1,48.5,48.5,10,0
2256.5,1,48.6,48.6,10,0
2257.6,1,48.7,48.7,10,0
2258.7,1,48.8,48.8,10,0
2259.7,1,48.9,48.9,10,0
2260.8,1,49,49,10,0
2261.6,1,49.1,49.1,10,0
2262.4,1,49.2,49.2,10,0
2263.2,1,49.3,49.3,10,0
2264,1,49.4,49.4,10,0
2264.8,1,49.5,49.5,10,0
2266.2,1,49.6,49.6,10,0
2267.7,1,49.7,49.7,10,0
2269.1,1,49.8,49.8,10,0
2270.5,1,49.9,49.9,10,0
2272,1,50,50,10,0
2273.8,1,50.1,50.1,10,0
2275.7,1,50.2,50.2,10,0
2277.5,1,50.3,50.3,10,0
2279.4,1,50.4,50.4,10,0
2281.2,1,50.5,50.5,10,0
2282.6,1,50.6,50.6,10,0
2283.9,1,50.7,50.7,10,0
2285.2,1,50.8,50.8,10,0
2286.6,1,50.9,50.9,10,0
2287.9,1,51,51,10,0
2288.9,1,51.1,51.1,10,0
2289.9,1,51.2,51.2,10,0
2291,1,51.3,51.3,10,0
2292,1,51.4,51.4,10,0
2293,1,51.5,51.5,10,0
2293.9,1,51.6,51.6,10,0
2294.7,1,51.7,51.7,10,0
2295.5,1,51.8,51.8,10,0
2296.4,1,51.9,51.9,10,0
2297.2,1,52,52,10,0
2297.5,1,52.1,52.1,10,0
2297.8,1,52.2,52.2,10,0
2298.1,1,52.3,52.3,10,0
2298.4,1,52.4,52.4,10,0
2298.7,1,52.5,52.5,10,0
2299.3,1,52.6,52.6,10,0
2300,1,52.7,52.7,10,0
2300.6,1,52.8,52.8,10,0
2301.2,1,52.9,52.9,10,0
2301.9,1,53,53,10,0
2302.1,1,53.1,53.1,10,0
2302.3,1,53.2,53.2,10,0
2302.4,1,53.3,53.3,10,0
2302.6,1,53.4,53.4,10,0
2302.8,1,53.5,53.5,10,0
2302.9,1,53.6,53.6,10,0
2303,1,53.7,53.7,10,0
2303.1,1,53.8,53.8,10,0
2303.3,1,53.9,53.9,10,0
2303.4,1,54,54,10,0
2304.1,1,54.1,54.1,10,0
2304.9,1,54.2,54.2,10,0
2305.7,1,54.3,54.3,10,0
2306.5,1,54.4,54.4,10,0
2307.3,1,54.5,54.5,10,0
2308.4,1,54.6,54.6,10,0
2309.5,1,54.7,54.7,10,0
2310.6,1,54.8,54.8,10,0
2311.7,1,54.9,54.9,10,0
2312.8,1,55,55,10,0
2313.9,1,55.1,55.1,10,0
2315,1,55.2,55.2,10,0
2316.1,1,55.3,55.3,10,0
2317.3,1,55.4,55.4,10,0
2318.4,1,55.5,55.5,10,0
2319.3,1,55.6,55.6,10,0
2320.3,1,55.7,55.7,10,0
2321.2,1,55.8,55.8,10,0
2322.2,1,55.9,55.9,10,0
2323.1,1,56,56,10,0
2323.8,1,56.1,56.1,10,0
2324.6,1,56.2,56.2,10,0
2325.3,1,56.3,56.3,10,0
2326,1,56.4,56.4,10,0
2326.7,1,56.5,56.5,10,0
2327.5,1,56.6,56.6,10,0
2328.3,1,56.7,56.7,10,0
2329.1,1,56.8,56.8,10,0
2329.9,1,56.9,56.9,10,0
2330.8,1,57,57,10,0
2331.4,1,57.1,57.1,10,0
2332.1,1,57.2,57.2,10,0
2332.8,1,57.3,57.3,10,0
2333.4,1,57.4,57.4,10,0
2334.1,1,57.5,57.5,10,0
2334.4,1,57.6,57.6,10,0
2334.8,1,57.7,57.7,10,0
2335.1,1,57.8,57.8,10,0
2335.5,1,57.9,57.9,10,0
2335.8,1,58,58,10,0
2335.8,1,58.1,58.1,10,0
2335.7,1,58.2,58.2,10,0
2335.7,1,58.3,58.3,10,0
2335.6,1,58.4,58.4,10,0
2335.6,1,58.5,58.5,10,0
2335.1,1,58.6,58.6,10,0
2334.6,1,58.7,58.7,10,0
2334.1,1,58.8,58.8,10,0
2333.6,1,58.9,58.9,10,0
2333.1,1,59,59,10,0
2332.9,1,59.1,59.1,10,0
2332.7,1,59.2,59.2,10,0
2332.5,1,59.3,59.3,10,0
2332.3,1,59.4,59.4,10,0
2332.1,1,59.5,59.5,10,0
2332.2,1,59.6,59.6,10,0
2332.4,1,59.7,59.7,10,0
2332.5,1,59.8,59.8,10,0
2332.6,1,59.9,59.9,10,0
2332.7,1,60,60,10,0
2332.9,1,60.1,60.1,10,0
2333.2,1,60.2,60.2,10,0
2333.4,1,60.3,60.3,10,0
2333.6,1,60.4,60.4,10,0
2333.8,1,60.5,60.5,10,0
2334.2,1,60.6,60.6,10,0
2334.7,1,60.7,60.7,10,0
2335.1,1,60.8,60.8,10,0
2335.5,1,60.9,60.9,10,0
2335.9,1,61,61,10,0
2336.7,1,61.1,61.1,10,0
2337.5,1,61.2,61.2,10,0
2338.3,1,61.3,61.3,10,0
2339.1,1,61.4,61.4,10,0
2339.9,1,61.5,61.5,10,0
2341,1,61.6,61.6,10,0
2342.1,1,61.7,61.7,10,0
2343.2,1,61.8,61.8,10,0
2344.2,1,61.9,61.9,10,0
2345.3,1,62,62,10,0
2345.8,1,62.1,62.1,10,0
2346.2,1,62.2,62.2,10,0
2346.7,1,62.3,62.3,10,0
2347.1,1,62.4,62.4,10,0
2347.5,1,62.5,62.5,10,0
2347.5,1,62.6,62.6,10,0
2347.4,1,62.7,62.7,10,0
2347.4,1,62.8,62.8,10,0
2347.3,1,62.9,62.9,10,0
2347.2,1,63,63,10,0
2347.6,1,63.1,63.1,10,0
2348,1,63.2,63.2,10,0
2348.3,1,63.3,63.3,10,0
2348.7,1,63.4,63.4,10,0
2349.1,1,63.5,63.5,10,0
2349.9,1,63.6,63.6,10,0
2350.7,1,63.7,63.7,10,0
2351.5,1,63.8,63.8,10,0
2352.3,1,63.9,63.9,10,0
2353.2,1,64,64,10,0
2353.5,1,64.1,64.1,10,0
2353.9,1,64.2,64.2,10,0
2354.2,1,64.3,64.3,10,0
2354.6,1,64.4,64.4,10,0
2354.9,1,64.5,64.5,10,0
2354.7,1,64.6,64.6,10,0
2354.4,1,64.7,64.7,10,0
2354.1,1,64.8,64.8,10,0
2353.9,1,64.9,64.9,10,0
2353.6,1,65,65,10,0
2353.7,1,65.1,65.1,10,0
2353.8,1,65.2,65.2,10,0
2353.8,1,65.3,65.3,10,0
2353.9,1,65.4,65.4,10,0
2354,1,65.5,65.5,10,0
2354.7,1,65.6,65.6,10,0
2355.4,1,65.7,65.7,10,0
2356.1,1,65.8,65.8,10,0
2356.8,1,65.9,65.9,10,0
2357.4,1,66,66,10,0
2358.8,1,66.1,66.1,10,0
2360.1,1,66.2,66.2,10,0
2361.4,1,66.3,66.3,10,0
2362.7,1,66.4,66.4,10,0
2364.1,1,66.5,66.5,10,0
2365.8,1,66.6,66.6,10,0
2367.6,1,66.7,66.7,10,0
2369.4,1,66.8,66.8,10,0
2371.2,1,66.9,66.9,10,0
2373,1,67,67,10,0
2374.4,1,67.1,67.1,10,0
2375.7,1,67.2,67.2,10,0
2377.1,1,67.3,67.3,10,0
2378.5,1,67.4,67.4,10,0
2379.9,1,67.5,67.5,10,0
2381,1,67.6,67.6,10,0
2382.1,1,67.7,67.7,10,0
2383.2,1,67.8,67.8,10,0
2384.3,1,67.9,67.9,10,0
2385.4,1,68,68,10,0
2386.2,1,68.1,68.1,10,0
2387,1,68.2,68.2,10,0
2387.9,1,68.3,68.3,10,0
2388.7,1,68.4,68.4,10,0
2389.5,1,68.5,68.5,10,0
2390.2,1,68.6,68.6,10,0
2390.9,1,68.7,68.7,10,0
2391.6,1,68.8,68.8,10,0
2392.2,1,68.9,68.9,10,0
2392.9,1,69,69,10,0
2393.7,1,69.1,69.1,10,0
2394.4,1,69.2,69.2,10,0
2395.1,1,69.3,69.3,10,0
2395.9,1,69.4,69.4,10,0
2396.6,1,69.5,69.5,10,0
2397.2,1,69.6,69.6,10,0
2397.8,1,69.7,69.7,10,0
2398.4,1,69.8,69.8,10,0
2399,1,69.9,69.9,10,0
2399.6,1,70,70,10,0
2400.3,1,70.1,70.1,10,0
2401.1,1,70.2,70.2,10,0
2401.8,1,70.3,70.3,10,0
2402.5,1,70.4,70.4,10,0
2403.2,1,70.5,70.5,10,0
2404.1,1,70.6,70.6,10,0
2405,1,70.7,70.7,10,0
2406,1,70.8,70.8,10,0
2406.9,1,70.9,70.9,10,0
2407.9,1,71,71,10,0
2409.1,1,71.1,71.1,10,0
2410.4,1,71.2,71.2,10,0
2411.6,1,71.3,71.3,10,0
2412.9,1,71.4,71.4,10,0
2414.2,1,71.5,71.5,10,0
2415.8,1,71.6,71.6,10,0
2417.4,1,71.7,71.7,10,0
2419,1,71.8,71.8,10,0
2420.6,1,71.9,71.9,10,0
2422.2,1,72,72,10,0
2423.5,1,72.1,72.1,10,0
2424.9,1,72.2,72.2,10,0
2426.2,1,72.3,72.3,10,0
2427.6,1,72.4,72.4,10,0
2429,1,72.5,72.5,10,0
2430.1,1,72.6,72.6,10,0
2431.3,1,72.7,72.7,10,0
2432.4,1,72.8,72.8,10,0
2433.6,1,72.9,72.9,10,0
2434.7,1,73,73,10,0
2436,1,73.1,73.1,10,0
2437.4,1,73.2,73.2,10,0
2438.7,1,73.3,73.3,10,0
2440,1,73.4,73.4,10,0
2441.3,1,73.5,73.5,10,0
2442.7,1,73.6,73.6,10,0
2444.2,1,73.7,73.7,10,0
2445.6,1,73.8,73.8,10,0
2447,1,73.9,73.9,10,0
2448.4,1,74,74,10,0
2449.9,1,74.1,74.1,10,0
2451.5,1,74.2,74.2,10,0
2453,1,74.3,74.3,10,0
2454.5,1,74.4,74.4,10,0
2456.1,1,74.5,74.5,10,0
2457.7,1,74.6,74.6,10,0
2459.4,1,74.7,74.7,10,0
2461,1,74.8,74.8,10,0
2462.7,1,74.9,74.9,10,0
2464.3,1,75,75,10,0
2465.6,1,75.1,75.1,10,0
2466.9,1,75.2,75.2,10,0
2468.1,1,75.3,75.3,10,0
2469.4,1,75.4,75.4,10,0
2470.7,1,75.5,75.5,10,0
2470.3,1,75.6,75.6,10,0
